canal,cuentas
512,130
513,139
514,150
515,139
516,153
517,140
518,144
519,135
520,113
521,122
522,149
523,134
524,152
525,132
526,141
527,133
528,116
529,127
530,138
531,131
532,128
533,153
534,139
535,118
536,128
537,142
538,123
539,114
540,115
541,129
542,133
543,140
544,119
545,137
546,141
547,134
548,117
549,124
550,108
551,114
552,123
553,136
554,99
555,132
556,128
557,131
558,127
559,109
560,115
561,139
562,136
563,110
564,108
565,123
566,109
567,103
568,130
569,116
570,100
571,123
572,97
573,114
574,118
575,122
576,113
577,106
578,107
579,119
580,100
581,103
582,106
583,106
584,112
585,109
586,90
587,90
588,147
589,116
590,106
591,113
592,117
593,108
594,106
595,102
596,110
597,130
598,100
599,130
600,128
601,113
602,100
603,117
604,103
605,85
606,85
607,103
608,97
609,71
610,86
611,99
612,103
613,111
614,119
615,127
616,127
617,109
618,91
619,98
620,117
621,100
622,98
623,100
624,117
625,97
626,91
627,112
628,112
629,103
630,93
631,83
632,92
633,93
634,92
635,87
636,85
637,100
638,103
639,89
640,88
641,93
642,100
643,100
644,80
645,96
646,99
647,91
648,86
649,101
650,98
651,83
652,94
653,73
654,98
655,82
656,84
657,88
658,89
659,98
660,85
661,93
662,94
663,89
664,78
665,76
666,87
667,79
668,77
669,108
670,111
671,107
672,104
673,86
674,91
675,99
676,95
677,91
678,105
679,107
680,99
681,93
682,94
683,91
684,94
685,75
686,96
687,108
688,110
689,102
690,126
691,116
692,111
693,111
694,112
695,123
696,116
697,128
698,132
699,116
700,131
701,124
702,132
703,113
704,120
705,134
706,111
707,121
708,138
709,144
710,130
711,135
712,125
713,116
714,122
715,108
716,130
717,133
718,119
719,133
720,119
721,103
722,117
723,116
724,133
725,127
726,142
727,139
728,140
729,123
730,140
731,139
732,126
733,148
734,128
735,128
736,143
737,147
738,136
739,133
740,121
741,151
742,149
743,146
744,144
745,157
746,168
747,169
748,173
749,177
750,181
751,172
752,170
753,170
754,170
755,191
756,213
757,207
758,198
759,196
760,229
761,223
762,207
763,229
764,212
765,220
766,242
767,266
768,239
769,254
770,251
771,250
772,261
773,280
774,305
775,258
776,281
777,269
778,303
779,296
780,334
781,325
782,310
783,298
784,295
785,276
786,315
787,311
788,284
789,323
790,301
791,313
792,279
793,300
794,288
795,256
796,258
797,255
798,260
799,257
800,261
801,271
802,253
803,222
804,225
805,237
806,206
807,200
808,207
809,199
810,186
811,175
812,163
813,162
814,152
815,181
816,146
817,131
818,127
819,134
820,109
821,126
822,99
823,110
824,112
825,112
826,83
827,72
828,86
829,85
830,83
831,73
832,73
833,79
834,88
835,56
836,65
837,64
838,46
839,63
840,48
841,48
842,43
843,46
844,53
845,33
846,50
847,50
848,48
849,49
850,37
851,47
852,46
853,38
854,55
855,48
856,43
857,38
858,40
859,45
860,44
861,40
862,35
863,44
864,35
865,31
866,38
867,31
868,32
869,39
870,39
871,34
872,32
873,34
874,37
875,43
876,38
877,28
878,33
879,33
880,34
881,41
882,36
883,52
884,31
885,32
886,35
887,35
888,33
889,40
890,43
891,37
892,30
893,42
894,43
895,42
896,31
897,41
898,36
899,33
900,34
901,38
902,35
903,35
904,28
905,36
906,29
907,42
908,26
909,36
910,38
911,35
912,52
913,33
914,37
915,34
916,31
917,39
918,27
919,36
920,38
921,33
922,28
923,36
924,39
925,34
926,37
927,28
928,35
929,38
930,33
931,25
932,40
933,33
934,23
935,38
936,39
937,27
938,26
939,19
940,30
941,31
942,32
943,37
944,41
945,37
946,31
947,35
948,27
949,35
950,30
951,32
952,23
953,28
954,30
955,34
956,34
957,27
958,31
959,44
960,36
961,25
962,32
963,35
964,29
965,34
966,21
967,31
968,29
969,22
970,29
971,23
972,29
973,18
974,20
975,28
976,27
977,41
978,25
979,20
980,31
981,18
982,32
983,25
984,29
985,27
986,26
987,30
988,20
989,28
990,25
991,28
992,20
993,25
994,29
995,26
996,26
997,34
998,30
999,30
1000,34
1001,25
1002,31
1003,23
1004,24
1005,28
1006,35
1007,35
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
