canal,cuentas
511,171
512,161
513,182
514,146
515,188
516,185
517,162
518,169
519,126
520,170
521,177
522,181
523,168
524,162
525,150
526,168
527,163
528,150
529,148
530,169
531,147
532,155
533,147
534,137
535,162
536,151
537,150
538,161
539,160
540,139
541,150
542,144
543,162
544,161
545,185
546,124
547,153
548,157
549,142
550,150
551,148
552,153
553,138
554,145
555,153
556,148
557,138
558,126
559,139
560,121
561,143
562,164
563,141
564,151
565,124
566,151
567,120
568,160
569,151
570,130
571,137
572,140
573,127
574,143
575,136
576,130
577,132
578,135
579,102
580,126
581,122
582,110
583,112
584,135
585,125
586,126
587,109
588,108
589,134
590,117
591,126
592,124
593,118
594,96
595,113
596,107
597,127
598,126
599,121
600,106
601,120
602,123
603,111
604,103
605,116
606,109
607,124
608,109
609,121
610,125
611,120
612,107
613,92
614,110
615,104
616,108
617,113
618,120
619,103
620,113
621,109
622,117
623,116
624,127
625,112
626,111
627,101
628,107
629,125
630,116
631,119
632,112
633,82
634,97
635,109
636,107
637,108
638,104
639,109
640,102
641,98
642,96
643,93
644,101
645,105
646,113
647,113
648,90
649,80
650,107
651,94
652,97
653,102
654,95
655,105
656,93
657,104
658,105
659,105
660,93
661,118
662,106
663,108
664,103
665,105
666,104
667,117
668,93
669,117
670,125
671,117
672,140
673,105
674,109
675,95
676,95
677,127
678,111
679,144
680,118
681,121
682,119
683,115
684,90
685,120
686,127
687,120
688,123
689,129
690,111
691,135
692,101
693,138
694,123
695,118
696,139
697,131
698,105
699,132
700,123
701,119
702,139
703,118
704,150
705,122
706,124
707,106
708,154
709,131
710,133
711,139
712,126
713,125
714,141
715,152
716,146
717,128
718,128
719,117
720,133
721,144
722,138
723,141
724,141
725,151
726,153
727,138
728,171
729,151
730,134
731,175
732,167
733,181
734,163
735,175
736,188
737,194
738,205
739,200
740,194
741,170
742,192
743,231
744,248
745,246
746,244
747,258
748,260
749,278
750,272
751,300
752,296
753,309
754,315
755,326
756,365
757,347
758,358
759,349
760,376
761,399
762,398
763,404
764,425
765,441
766,481
767,464
768,418
769,532
770,475
771,509
772,499
773,524
774,504
775,531
776,571
777,523
778,534
779,543
780,562
781,537
782,578
783,567
784,551
785,549
786,528
787,587
788,527
789,563
790,527
791,489
792,561
793,535
794,519
795,538
796,502
797,473
798,444
799,447
800,448
801,459
802,414
803,399
804,375
805,402
806,369
807,346
808,303
809,298
810,295
811,267
812,287
813,255
814,260
815,264
816,222
817,218
818,211
819,198
820,190
821,159
822,165
823,169
824,158
825,126
826,150
827,123
828,121
829,121
830,92
831,119
832,119
833,97
834,83
835,90
836,60
837,75
838,56
839,63
840,67
841,72
842,56
843,52
844,43
845,50
846,38
847,56
848,51
849,55
850,50
851,47
852,39
853,47
854,41
855,49
856,37
857,45
858,46
859,41
860,43
861,46
862,51
863,34
864,29
865,36
866,48
867,48
868,40
869,44
870,43
871,43
872,46
873,46
874,37
875,42
876,43
877,39
878,36
879,39
880,41
881,47
882,41
883,60
884,41
885,30
886,34
887,47
888,47
889,45
890,25
891,42
892,42
893,37
894,35
895,26
896,35
897,40
898,37
899,43
900,44
901,32
902,26
903,28
904,26
905,35
906,32
907,37
908,36
909,42
910,29
911,30
912,40
913,35
914,34
915,32
916,42
917,49
918,41
919,41
920,32
921,38
922,30
923,28
924,41
925,42
926,33
927,36
928,28
929,41
930,26
931,37
932,36
933,34
934,27
935,28
936,38
937,29
938,30
939,34
940,33
941,33
942,31
943,35
944,32
945,34
946,40
947,36
948,30
949,31
950,36
951,31
952,27
953,40
954,27
955,29
956,32
957,33
958,36
959,37
960,42
961,30
962,30
963,31
964,25
965,37
966,25
967,37
968,32
969,33
970,28
971,35
972,29
973,35
974,29
975,32
976,28
977,35
978,27
979,30
980,31
981,31
982,23
983,28
984,27
985,20
986,26
987,21
988,22
989,32
990,28
991,27
992,29
993,28
994,35
995,23
996,30
997,36
998,29
999,33
1000,27
1001,36
1002,25
1003,36
1004,31
1005,38
1006,26
1007,31
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
