canal,cuentas
511,203
512,187
513,175
514,177
515,199
516,194
517,167
518,174
519,179
520,169
521,182
522,163
523,182
524,166
525,185
526,175
527,157
528,184
529,156
530,182
531,168
532,206
533,171
534,161
535,181
536,197
537,130
538,171
539,168
540,185
541,176
542,177
543,179
544,173
545,170
546,183
547,167
548,168
549,180
550,158
551,185
552,166
553,167
554,176
555,173
556,136
557,158
558,166
559,142
560,135
561,156
562,168
563,178
564,147
565,138
566,142
567,159
568,135
569,142
570,159
571,164
572,164
573,139
574,134
575,161
576,132
577,144
578,131
579,128
580,129
581,138
582,153
583,136
584,130
585,129
586,127
587,145
588,150
589,132
590,114
591,129
592,101
593,144
594,126
595,119
596,159
597,140
598,126
599,122
600,121
601,121
602,128
603,116
604,123
605,118
606,130
607,112
608,127
609,124
610,126
611,109
612,117
613,116
614,114
615,108
616,115
617,120
618,128
619,118
620,125
621,110
622,104
623,122
624,116
625,94
626,97
627,104
628,100
629,114
630,98
631,97
632,131
633,127
634,93
635,138
636,103
637,114
638,106
639,89
640,105
641,85
642,102
643,93
644,100
645,107
646,91
647,87
648,97
649,116
650,95
651,96
652,110
653,111
654,113
655,77
656,101
657,92
658,101
659,96
660,97
661,77
662,83
663,87
664,74
665,107
666,97
667,90
668,84
669,91
670,80
671,111
672,101
673,94
674,92
675,86
676,91
677,110
678,87
679,87
680,80
681,105
682,97
683,119
684,100
685,100
686,104
687,110
688,92
689,82
690,118
691,121
692,108
693,118
694,113
695,108
696,113
697,120
698,98
699,102
700,102
701,125
702,99
703,108
704,120
705,98
706,138
707,113
708,111
709,127
710,129
711,112
712,125
713,114
714,117
715,102
716,119
717,116
718,139
719,122
720,123
721,140
722,121
723,131
724,131
725,125
726,132
727,138
728,121
729,118
730,154
731,159
732,113
733,167
734,135
735,133
736,139
737,116
738,135
739,145
740,143
741,165
742,165
743,155
744,167
745,186
746,173
747,172
748,170
749,191
750,189
751,199
752,230
753,187
754,223
755,215
756,226
757,267
758,258
759,261
760,291
761,272
762,280
763,293
764,323
765,320
766,380
767,361
768,380
769,370
770,376
771,382
772,460
773,474
774,463
775,483
776,497
777,514
778,500
779,498
780,579
781,542
782,592
783,577
784,619
785,663
786,635
787,673
788,698
789,683
790,667
791,645
792,697
793,718
794,688
795,686
796,726
797,725
798,729
799,685
800,671
801,680
802,715
803,682
804,672
805,680
806,652
807,673
808,658
809,625
810,628
811,627
812,573
813,610
814,567
815,561
816,547
817,487
818,513
819,467
820,445
821,463
822,433
823,455
824,402
825,405
826,374
827,346
828,303
829,318
830,285
831,292
832,273
833,268
834,266
835,235
836,232
837,221
838,182
839,188
840,190
841,149
842,124
843,146
844,137
845,144
846,122
847,137
848,104
849,83
850,94
851,102
852,81
853,69
854,93
855,79
856,63
857,73
858,65
859,67
860,61
861,53
862,52
863,57
864,59
865,56
866,60
867,52
868,41
869,45
870,41
871,43
872,42
873,47
874,42
875,43
876,43
877,44
878,36
879,52
880,38
881,40
882,45
883,37
884,46
885,41
886,35
887,46
888,45
889,36
890,34
891,36
892,50
893,33
894,35
895,29
896,32
897,44
898,46
899,32
900,33
901,39
902,34
903,33
904,36
905,34
906,30
907,25
908,36
909,33
910,33
911,32
912,38
913,38
914,36
915,42
916,44
917,25
918,30
919,30
920,38
921,33
922,44
923,37
924,28
925,42
926,35
927,33
928,26
929,37
930,35
931,31
932,33
933,39
934,44
935,27
936,30
937,30
938,29
939,40
940,45
941,44
942,38
943,45
944,31
945,34
946,31
947,31
948,39
949,20
950,19
951,27
952,25
953,33
954,33
955,30
956,34
957,25
958,29
959,35
960,27
961,31
962,29
963,27
964,34
965,40
966,41
967,33
968,27
969,22
970,22
971,39
972,32
973,29
974,28
975,28
976,17
977,28
978,30
979,25
980,31
981,22
982,36
983,25
984,29
985,27
986,24
987,30
988,35
989,32
990,22
991,20
992,29
993,27
994,35
995,26
996,33
997,40
998,22
999,29
1000,24
1001,27
1002,20
1003,26
1004,27
1005,20
1006,25
1007,31
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
