canal,cuentas
511,206
512,175
513,177
514,181
515,197
516,200
517,202
518,200
519,208
520,191
521,206
522,168
523,167
524,176
525,188
526,182
527,190
528,173
529,205
530,185
531,168
532,184
533,185
534,176
535,165
536,170
537,191
538,174
539,192
540,174
541,147
542,174
543,153
544,158
545,159
546,161
547,156
548,148
549,159
550,163
551,189
552,160
553,150
554,157
555,148
556,163
557,159
558,166
559,156
560,134
561,146
562,137
563,165
564,153
565,151
566,140
567,153
568,166
569,155
570,143
571,131
572,115
573,152
574,137
575,146
576,139
577,146
578,148
579,128
580,122
581,137
582,138
583,130
584,139
585,129
586,143
587,143
588,125
589,127
590,140
591,128
592,120
593,114
594,145
595,131
596,112
597,124
598,117
599,126
600,141
601,127
602,118
603,113
604,115
605,116
606,117
607,146
608,96
609,105
610,126
611,100
612,137
613,125
614,137
615,114
616,100
617,106
618,103
619,108
620,119
621,125
622,103
623,102
624,113
625,118
626,116
627,105
628,116
629,86
630,104
631,122
632,97
633,116
634,95
635,95
636,106
637,110
638,106
639,96
640,108
641,107
642,95
643,110
644,96
645,99
646,104
647,102
648,105
649,94
650,86
651,90
652,80
653,86
654,104
655,85
656,87
657,101
658,95
659,109
660,110
661,104
662,113
663,96
664,102
665,99
666,82
667,112
668,131
669,95
670,83
671,113
672,108
673,97
674,111
675,110
676,112
677,125
678,91
679,89
680,120
681,117
682,106
683,90
684,129
685,141
686,123
687,124
688,118
689,106
690,106
691,113
692,120
693,129
694,128
695,118
696,134
697,119
698,130
699,114
700,118
701,116
702,134
703,133
704,128
705,117
706,123
707,116
708,113
709,134
710,103
711,136
712,112
713,160
714,136
715,130
716,130
717,123
718,119
719,137
720,151
721,150
722,152
723,149
724,150
725,154
726,156
727,184
728,164
729,159
730,182
731,189
732,184
733,182
734,200
735,161
736,204
737,208
738,251
739,225
740,225
741,234
742,258
743,254
744,264
745,284
746,322
747,309
748,316
749,348
750,358
751,386
752,396
753,391
754,424
755,469
756,449
757,475
758,463
759,475
760,486
761,521
762,555
763,547
764,596
765,624
766,669
767,596
768,646
769,652
770,689
771,697
772,722
773,664
774,703
775,722
776,757
777,747
778,755
779,797
780,783
781,739
782,737
783,822
784,772
785,810
786,783
787,786
788,756
789,736
790,778
791,744
792,706
793,747
794,716
795,703
796,691
797,658
798,656
799,630
800,588
801,597
802,571
803,546
804,562
805,468
806,511
807,468
808,436
809,387
810,416
811,376
812,364
813,376
814,310
815,310
816,331
817,319
818,282
819,281
820,236
821,247
822,214
823,180
824,205
825,177
826,171
827,142
828,147
829,134
830,146
831,118
832,117
833,115
834,112
835,94
836,106
837,83
838,78
839,80
840,84
841,74
842,63
843,59
844,61
845,67
846,54
847,56
848,55
849,60
850,47
851,50
852,57
853,43
854,32
855,41
856,34
857,38
858,40
859,48
860,51
861,43
862,51
863,53
864,56
865,43
866,33
867,48
868,48
869,34
870,43
871,42
872,40
873,39
874,38
875,40
876,45
877,44
878,40
879,40
880,40
881,29
882,29
883,36
884,32
885,42
886,33
887,44
888,30
889,34
890,37
891,34
892,35
893,39
894,45
895,32
896,27
897,52
898,47
899,38
900,29
901,40
902,45
903,28
904,44
905,38
906,26
907,34
908,34
909,34
910,34
911,37
912,34
913,35
914,33
915,35
916,34
917,32
918,30
919,45
920,34
921,36
922,29
923,41
924,39
925,46
926,28
927,32
928,29
929,29
930,27
931,37
932,29
933,29
934,33
935,41
936,32
937,24
938,28
939,40
940,30
941,32
942,32
943,35
944,25
945,24
946,32
947,29
948,45
949,35
950,29
951,37
952,25
953,34
954,30
955,30
956,31
957,34
958,34
959,41
960,29
961,25
962,26
963,31
964,44
965,28
966,31
967,32
968,27
969,29
970,38
971,29
972,37
973,32
974,30
975,34
976,35
977,32
978,33
979,30
980,21
981,39
982,34
983,40
984,21
985,23
986,18
987,20
988,30
989,21
990,27
991,23
992,38
993,31
994,34
995,33
996,31
997,31
998,37
999,25
1000,30
1001,26
1002,31
1003,26
1004,38
1005,29
1006,37
1007,31
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
